customer_id,gender,age,marital_status,education,region,annual_income
12278,Male,25,Single,PhD,South,1720713
12279,Female,61,Single,Master,East,1510641
12280,Male,30,Married,Bachelor,West,669039
12281,Male,34,Single,Bachelor,South,719291
12282,Female,44,Married,PhD,North,307670
12283,Female,31,Married,High School,North,1045411
12284,Female,66,Single,High School,East,911144
12285,Male,23,Divorced,High School,East,830152
12286,Female,49,Single,High School,East,1392385
12287,Male,68,Married,Bachelor,North,1441874
12288,Male,50,Divorced,Master,East,1181703
12289,Male,69,Divorced,Master,East,992803
12290,Female,57,Married,High School,West,1775178
12291,Male,27,Divorced,Master,North,597051
12292,Female,37,Divorced,PhD,West,1939196
12293,Female,40,Single,High School,West,1244957
12294,Female,31,Married,Bachelor,East,1180689
12295,Female,64,Divorced,High School,West,541136
12296,Female,45,Married,PhD,South,312498
12297,Male,44,Single,Master,South,202632
12298,Male,22,Single,Master,South,1221981
12299,Male,47,Single,Master,West,1414031
12300,Male,39,Divorced,Bachelor,South,1544519
12301,Male,49,Single,High School,North,1200616
12302,Female,57,Married,Bachelor,South,1736921
12303,Female,31,Single,PhD,South,1164612
12304,Male,39,Divorced,Bachelor,West,1967748
12305,Male,48,Single,High School,North,1638445
12306,Male,59,Divorced,Master,West,918157
12307,Female,41,Married,Master,North,1691324
12308,Female,46,Single,Master,North,207587
12309,Female,42,Single,Master,West,473368
12310,Male,26,Married,Bachelor,South,1845456
12311,Male,31,Married,High School,East,1137727
12312,Male,34,Divorced,High School,East,987782
12313,Male,56,Single,High School,South,946925
12314,Female,60,Single,Bachelor,East,401294
12315,Male,61,Single,Master,East,346719
12316,Male,22,Single,Master,North,758207
12317,Male,63,Married,High School,West,1789799
12318,Female,40,Single,Master,West,1084327
12319,Female,42,Single,Bachelor,South,1550076
12320,Male,59,Single,PhD,South,1903419
12321,Female,24,Divorced,Master,West,1592254
12322,Female,49,Divorced,PhD,East,950524
12323,Female,66,Divorced,PhD,South,910607
12324,Female,44,Married,PhD,North,1399411
12325,Female,21,Married,Master,West,985482
12326,Male,44,Married,PhD,East,854680
12327,Male,50,Single,Master,North,1663679
12328,Male,32,Single,High School,West,1150524
12329,Female,39,Married,Bachelor,West,1706113
12330,Female,57,Divorced,PhD,East,499995
12331,Female,60,Single,PhD,South,1550278
12332,Female,63,Divorced,High School,North,575717
12333,Male,24,Single,Bachelor,North,1601010
12334,Male,35,Single,High School,North,754366
12335,Male,40,Divorced,Bachelor,West,1442737
12336,Male,64,Married,PhD,East,1551936
12337,Male,40,Divorced,Bachelor,East,1917713
12338,Male,41,Married,High School,West,540724
12339,Female,30,Married,PhD,North,1521648
12340,Female,50,Single,High School,North,1749767
12341,Male,44,Single,PhD,East,403283
12342,Female,68,Single,Master,South,296610
12343,Male,60,Married,PhD,West,1496937
12344,Male,60,Married,Bachelor,South,1618383
12345,Female,58,Divorced,Bachelor,North,1049649
12346,Male,23,Single,Bachelor,West,1227616
12347,Male,49,Single,Bachelor,West,1658151
12348,Male,28,Married,Bachelor,South,289688
12349,Female,49,Single,Master,West,1590050
12350,Female,30,Married,PhD,East,1321039
12351,Female,25,Divorced,PhD,South,1452015
12352,Female,31,Divorced,Master,East,310168
12353,Male,24,Single,Master,North,465183
12354,Female,69,Divorced,Bachelor,South,1448566
12355,Female,55,Single,High School,West,1208363
12356,Female,60,Single,High School,South,240603
12357,Male,32,Married,Bachelor,East,473096
12358,Female,41,Married,Master,East,1442833
12359,Female,36,Single,PhD,North,235478
12360,Male,34,Divorced,High School,West,720989
12361,Male,41,Divorced,High School,West,1529596
12362,Male,68,Single,Master,North,888223
12363,Male,47,Single,Bachelor,East,1613463
12364,Female,56,Divorced,PhD,West,491530
12365,Male,21,Divorced,Bachelor,West,1052211
12366,Female,21,Married,Bachelor,East,1276860
12367,Female,42,Married,Bachelor,North,686794
12368,Female,35,Divorced,Bachelor,East,204371
12369,Female,40,Married,High School,West,398443
12370,Female,23,Married,Master,South,1645649
12371,Male,34,Single,PhD,North,1771489
12372,Female,29,Married,High School,South,1812899
12373,Female,39,Married,PhD,East,1131331
12374,Female,60,Single,PhD,North,291789
12375,Male,54,Divorced,High School,North,1385625
12376,Female,24,Married,High School,North,566988
12377,Female,53,Married,PhD,East,364441
12378,Male,63,Divorced,PhD,North,502030
12379,Female,57,Married,Master,North,559002
12380,Female,22,Divorced,High School,West,514808
12381,Male,47,Single,High School,North,1305366
12382,Female,65,Divorced,PhD,West,1441621
12383,Female,37,Divorced,PhD,North,1255369
12384,Female,69,Divorced,Bachelor,East,1436932
12385,Female,51,Single,PhD,North,982275
12386,Female,61,Divorced,PhD,North,1552753
12387,Male,26,Divorced,Master,East,1437263
12388,Male,51,Single,PhD,North,1975583
12389,Male,23,Married,Bachelor,South,1666250
12390,Female,60,Married,Bachelor,North,1580198
12391,Female,23,Divorced,High School,North,695584
12392,Female,53,Single,Bachelor,West,1979170
12393,Male,33,Single,High School,West,714543
12394,Female,41,Divorced,PhD,South,1960195
12395,Female,57,Divorced,Bachelor,East,1392258
12396,Female,36,Married,Master,North,1183232
12397,Male,41,Married,Master,West,298811
12398,Male,68,Divorced,Bachelor,South,526944
12399,Female,64,Single,High School,East,430537
12400,Female,33,Divorced,High School,West,983339
12401,Female,24,Single,High School,East,834306
12402,Male,51,Married,Bachelor,South,240246
12403,Male,29,Divorced,PhD,East,531679
12404,Male,68,Single,PhD,East,650092
12405,Female,53,Married,PhD,South,321018
12406,Male,57,Divorced,High School,East,321701
12407,Female,57,Divorced,Bachelor,South,1549918
12408,Female,44,Married,Master,East,613140
12409,Male,45,Divorced,PhD,West,1629975
12410,Female,61,Married,PhD,West,1774522
12411,Male,49,Single,High School,West,333207
12412,Female,60,Divorced,PhD,West,958195
12413,Female,67,Married,Bachelor,South,1408457
12414,Male,56,Married,PhD,East,1156165
12415,Female,35,Single,High School,South,1432603
12416,Female,65,Divorced,Bachelor,North,236601
12417,Female,38,Married,High School,East,1411246
12418,Female,40,Married,Master,South,1885421
12419,Female,25,Married,PhD,East,1983147
12420,Female,38,Divorced,Bachelor,East,906377
12421,Female,60,Divorced,Bachelor,North,1096872
12422,Female,21,Single,PhD,West,1521885
12423,Male,39,Single,Master,East,703924
12424,Male,43,Single,Master,East,602254
12425,Female,46,Divorced,PhD,North,438526
12426,Female,69,Married,PhD,South,759959
12427,Male,49,Divorced,PhD,West,1843582
12428,Female,54,Divorced,High School,South,1061257
12429,Male,39,Divorced,Bachelor,South,1909529
12430,Male,68,Single,Bachelor,South,830656
12431,Male,38,Married,PhD,West,1935037
12432,Female,22,Divorced,High School,South,514387
12433,Female,47,Single,High School,South,1519964
12434,Female,26,Divorced,Bachelor,West,1775617
12435,Male,59,Married,Master,West,496641
12436,Male,26,Single,PhD,North,1622977
12437,Male,26,Divorced,PhD,South,1103111
12438,Female,51,Single,High School,North,1286261
12439,Male,61,Married,Bachelor,East,1577553
12440,Male,60,Married,High School,North,537644
12441,Female,50,Single,Master,North,1758224
12442,Male,41,Divorced,Bachelor,North,573021
12443,Male,61,Married,PhD,North,1544775
12444,Female,64,Married,Bachelor,South,707561
12445,Female,38,Divorced,Bachelor,East,264237
12446,Male,43,Single,PhD,East,310236
12447,Female,58,Single,Master,West,1403250
12448,Male,43,Divorced,High School,East,1812644
12449,Female,48,Married,Master,North,1170193
12450,Male,56,Married,Master,West,1030089
12451,Female,45,Divorced,Master,North,1590223
12452,Male,27,Divorced,Bachelor,South,1437624
12453,Female,38,Single,Master,South,584552
12454,Female,40,Single,Bachelor,East,1948713
12455,Female,25,Divorced,Bachelor,North,1213547
12456,Female,38,Married,High School,North,1616507
12457,Female,62,Single,High School,North,1072772
12458,Female,60,Divorced,Master,West,452750
12459,Female,53,Married,Bachelor,West,1637718
12460,Male,35,Single,PhD,West,396830
12461,Male,55,Divorced,Bachelor,East,435101
12462,Female,67,Divorced,High School,East,1233030
12463,Female,66,Married,PhD,North,1794131
12464,Male,21,Married,Bachelor,North,1871206
12465,Male,41,Divorced,Master,East,1045570
12466,Female,28,Married,Bachelor,West,626754
12467,Male,27,Divorced,PhD,West,1128670
12468,Male,61,Married,Master,West,334406
12469,Female,64,Married,PhD,West,431808
12470,Female,60,Single,High School,West,314359
12471,Female,60,Single,High School,East,762586
12472,Male,50,Married,Bachelor,South,1573169
12473,Female,58,Divorced,Bachelor,South,1961984
12474,Female,55,Married,High School,South,1785733
12475,Male,22,Single,PhD,North,1729299
12476,Female,66,Divorced,PhD,North,850918
12477,Male,28,Married,Master,West,515499
12478,Male,58,Married,Master,North,1245250
12479,Male,24,Married,Master,East,233978
12480,Male,57,Married,High School,South,861761
12481,Male,41,Single,High School,East,364603
12482,Male,33,Single,High School,East,528031
12483,Female,29,Single,Bachelor,East,1016634
12484,Female,65,Single,PhD,West,274003
12485,Female,49,Divorced,High School,West,1022755
12486,Male,61,Divorced,Master,West,536154
12487,Female,44,Divorced,Master,North,1170323
12488,Male,36,Married,High School,West,637010
12489,Female,32,Divorced,High School,North,472054
12490,Male,22,Single,PhD,East,1937022
12491,Female,39,Single,Master,South,1110036
12492,Male,50,Married,PhD,West,682858
12493,Female,36,Divorced,High School,North,950035
12494,Male,44,Married,PhD,North,204470
12495,Female,33,Married,Bachelor,West,834771
12496,Male,25,Divorced,High School,West,1293323
12497,Female,43,Married,Master,East,1636860
12498,Female,58,Divorced,Master,North,1997309
12499,Female,51,Divorced,PhD,South,1343881
12500,Male,37,Married,High School,East,643892
12501,Male,69,Single,Master,North,1098853
12502,Male,69,Divorced,PhD,East,1218971
12503,Male,23,Single,PhD,East,1845195
12504,Male,46,Single,High School,West,1517478
12505,Female,33,Divorced,Master,South,233007
12506,Male,64,Single,Master,South,1771900
12507,Female,58,Married,Master,North,1658786
12508,Female,42,Married,High School,East,1373295
12509,Male,41,Single,High School,West,690727
12510,Female,49,Married,High School,North,1986084
12511,Male,65,Divorced,Bachelor,North,1319120
12512,Male,66,Divorced,PhD,North,847923
12513,Male,59,Single,Bachelor,South,960538
12514,Female,25,Married,Bachelor,East,454259
12515,Male,34,Single,Master,East,1510253
12516,Male,38,Married,Master,West,1493367
12517,Male,24,Divorced,PhD,South,881244
12518,Female,53,Married,PhD,South,529032
12519,Male,59,Married,High School,North,394686
12520,Female,40,Single,Master,West,918795
12521,Female,33,Divorced,Bachelor,North,1178154
12522,Male,56,Married,PhD,West,1216729
12523,Female,65,Divorced,PhD,West,1278496
12524,Female,24,Married,Bachelor,South,547466
12525,Male,55,Divorced,High School,South,1838396
12526,Male,28,Married,Master,East,1572188
12527,Male,60,Divorced,Master,East,1295866
12528,Female,69,Married,Bachelor,East,1664071
12529,Male,67,Divorced,High School,South,1424472
12530,Female,56,Married,Bachelor,North,720195
12531,Female,26,Married,Master,West,596579
12532,Female,42,Divorced,Bachelor,West,718826
12533,Female,26,Single,Bachelor,East,949276
12534,Female,62,Married,Master,West,327058
12535,Male,56,Married,Master,West,1315289
12536,Male,29,Single,Master,South,1471587
12537,Female,36,Married,Bachelor,South,844056
12538,Female,59,Divorced,Bachelor,West,1888470
12539,Male,66,Single,Bachelor,North,268581
12540,Male,58,Married,High School,East,1290011
12541,Female,53,Divorced,PhD,West,691850
12542,Female,38,Divorced,High School,West,1232540
12543,Male,32,Single,PhD,East,1991915
12544,Male,47,Single,Master,South,1378929
12545,Female,67,Single,PhD,East,266003
12546,Male,21,Divorced,High School,North,1624136
12547,Male,35,Married,Master,West,1135639
12548,Female,67,Divorced,PhD,West,413678
12549,Female,47,Divorced,PhD,West,706992
12550,Female,36,Single,PhD,East,1121768
12551,Male,41,Married,Bachelor,North,1305164
12552,Female,21,Divorced,Master,West,357369
12553,Male,49,Single,Bachelor,South,273665
12554,Female,23,Single,Master,North,1471537
12555,Female,32,Married,PhD,North,399865
12556,Male,48,Married,PhD,North,796698
12557,Male,59,Single,High School,North,258725
12558,Female,57,Married,PhD,South,991873
12559,Female,51,Married,Bachelor,North,1715773
12560,Male,51,Divorced,Bachelor,South,785888
12561,Female,53,Married,PhD,East,322308
12562,Male,53,Single,Bachelor,East,819341
12563,Male,67,Married,PhD,East,231025
12564,Female,60,Divorced,High School,East,563066
12565,Male,31,Married,High School,South,210595
12566,Male,66,Divorced,PhD,West,889114
12567,Male,49,Married,High School,South,1266573
12568,Female,45,Married,PhD,East,785166
12569,Male,33,Single,Bachelor,West,1192410
12570,Female,64,Single,PhD,West,1349626
12571,Female,39,Married,Master,West,274423
12572,Female,56,Married,Master,West,1001785
12573,Male,48,Divorced,PhD,North,412858
12574,Male,24,Divorced,PhD,East,721717
12575,Female,23,Single,PhD,East,1648404
12576,Female,58,Married,High School,East,803809
12577,Male,57,Married,Master,South,1004571
12578,Female,63,Divorced,PhD,East,1028048
12579,Female,45,Married,PhD,East,974521
12580,Male,61,Married,Bachelor,East,1643064
12581,Female,55,Married,Bachelor,South,1160883
12582,Male,49,Divorced,High School,East,649279
12583,Male,61,Divorced,High School,East,466149
12584,Female,49,Divorced,Master,North,282944
12585,Male,32,Married,Master,East,378853
12586,Male,55,Divorced,PhD,West,1070937
12587,Male,40,Single,Master,South,898051
12588,Female,37,Single,PhD,West,1623640
12589,Female,32,Divorced,High School,North,353452
12590,Female,56,Divorced,High School,East,964400
12591,Male,30,Married,High School,South,1869177
12592,Male,38,Divorced,Bachelor,North,1238764
12593,Female,50,Divorced,Master,South,623957
12594,Female,28,Single,High School,West,1671919
12595,Male,61,Single,High School,North,1248844
12596,Female,33,Single,High School,South,916758
12597,Female,51,Single,Master,West,1464224
12598,Female,26,Divorced,Master,North,1364696
12599,Female,27,Single,Bachelor,East,1182537
12600,Female,41,Married,Bachelor,East,1568118
12601,Male,58,Married,Bachelor,West,1211511
12602,Female,63,Divorced,Bachelor,East,1582967
12603,Female,69,Married,High School,East,752496
12604,Male,48,Single,PhD,North,308953
12605,Male,64,Single,Bachelor,North,1310505
12606,Male,41,Married,PhD,North,1160257
12607,Male,41,Divorced,High School,North,879867
12608,Female,44,Single,High School,North,1009043
12609,Female,47,Single,Master,North,281026
12610,Female,47,Married,PhD,East,973065
12611,Female,33,Divorced,PhD,North,1813787
12612,Male,49,Divorced,High School,South,519954
12613,Male,59,Married,Master,South,1705146
12614,Female,48,Single,Bachelor,West,1636112
12615,Female,57,Married,Bachelor,South,1637803
12616,Female,49,Married,Master,North,1964779
12617,Female,68,Married,Master,East,1971902
12618,Male,42,Single,Bachelor,South,1439830
12619,Female,56,Single,High School,North,1934171
12620,Male,50,Married,High School,North,819866
12621,Male,48,Divorced,Master,East,1924575
12622,Male,43,Married,High School,North,239141
12623,Male,53,Single,High School,North,1911307
12624,Female,24,Divorced,PhD,South,1476435
12625,Female,23,Divorced,Bachelor,South,1865413
12626,Female,52,Single,Master,West,218178
12627,Female,24,Single,Bachelor,West,375106
12628,Male,21,Married,PhD,South,459862
12629,Male,32,Single,High School,South,441696
12630,Male,33,Divorced,High School,West,397439
12631,Female,54,Married,PhD,West,362493
12632,Male,49,Married,Bachelor,South,1658457
12633,Male,29,Divorced,PhD,North,1091684
12634,Male,51,Single,High School,North,1239729
12635,Male,27,Married,High School,East,653807
12636,Female,33,Divorced,Bachelor,South,351113
12637,Male,22,Divorced,High School,South,1563499
12638,Male,53,Divorced,Bachelor,South,1961418
12639,Female,27,Single,Master,South,1025298
12640,Female,38,Single,High School,South,417540
12641,Female,28,Single,High School,West,1518167
12642,Male,32,Single,Bachelor,West,619042
12643,Male,63,Divorced,Master,North,812955
12644,Male,50,Married,High School,North,241490
12645,Male,29,Divorced,High School,South,1602565
12646,Female,48,Married,Master,West,832119
12647,Male,24,Married,High School,North,723568
12648,Male,59,Married,Bachelor,South,449462
12649,Female,37,Single,Master,East,953772
12650,Female,31,Divorced,Master,South,1600806
12651,Female,22,Married,PhD,East,1871890
12652,Male,43,Divorced,High School,East,1470878
12653,Male,42,Single,Master,South,671673
12654,Male,46,Married,Master,South,1246282
12655,Male,32,Single,Master,South,1311998
12656,Male,52,Single,PhD,South,1787453
12657,Female,29,Divorced,High School,North,1537488
12658,Female,63,Married,Master,North,1166513
12659,Male,25,Single,High School,East,1955918
12660,Male,46,Divorced,Master,South,1769733
12661,Male,27,Married,Bachelor,North,1694461
12662,Male,49,Married,Master,North,297951
12663,Male,53,Single,Master,West,1574375
12664,Female,44,Single,PhD,West,894410
12665,Female,45,Single,Master,North,1455801
12666,Female,51,Single,Bachelor,East,249420
12667,Male,49,Married,Master,North,1846928
12668,Male,25,Single,Bachelor,South,1293360
12669,Female,58,Single,Bachelor,North,411409
12670,Female,65,Single,Bachelor,West,1024475
12671,Male,31,Married,PhD,West,1919215
12672,Female,52,Divorced,High School,South,735990
12673,Female,28,Divorced,High School,North,305487
12674,Male,40,Married,Bachelor,South,1811555
12675,Female,54,Divorced,PhD,East,334896
12676,Female,67,Married,PhD,West,233959
12677,Female,62,Single,High School,North,960723
12678,Male,28,Divorced,Bachelor,North,441894
12679,Female,22,Married,High School,East,1656730
12680,Female,41,Married,High School,East,1851943
12681,Female,35,Single,PhD,West,1822368
12682,Male,26,Married,PhD,East,923457
12683,Male,25,Divorced,Master,West,1035788
12684,Female,23,Single,PhD,West,498241
12685,Male,63,Married,PhD,South,1037370
12686,Female,63,Single,High School,South,923327
12687,Male,36,Married,PhD,West,907940
12688,Male,55,Divorced,PhD,North,1726084
12689,Female,29,Divorced,High School,South,1250693
12690,Female,55,Single,PhD,North,1904497
12691,Female,39,Married,PhD,East,1741983
12692,Male,63,Single,Master,North,728559
12693,Female,66,Single,Bachelor,East,337726
12694,Male,54,Divorced,Master,West,1264087
12695,Male,59,Single,PhD,West,1175568
12696,Female,30,Married,High School,West,1281588
12697,Male,30,Divorced,High School,East,358841
12698,Female,40,Married,Bachelor,North,375271
12699,Male,21,Single,High School,South,614631
12700,Female,26,Divorced,PhD,South,863681
12701,Male,66,Married,Master,North,1916101
12702,Male,22,Married,Bachelor,South,619474
12703,Female,58,Single,Master,East,1433504
12704,Male,53,Married,High School,East,1682616
12705,Female,23,Single,PhD,South,1759570
12706,Male,56,Single,Bachelor,South,1441760
12707,Male,33,Single,High School,East,1606836
12708,Male,55,Single,High School,North,1195831
12709,Female,35,Divorced,Master,South,1990700
12710,Female,65,Married,High School,South,1922172
12711,Female,42,Married,Master,West,472925
12712,Female,63,Divorced,High School,West,1517862
12713,Female,24,Single,Master,North,1868212
12714,Male,37,Single,Master,East,1927677
12715,Male,25,Single,PhD,North,1878988
12716,Female,41,Single,Bachelor,North,447697
12717,Male,44,Divorced,Bachelor,North,549057
12718,Male,51,Married,PhD,South,1123650
12719,Male,60,Single,High School,East,282821
12720,Male,50,Single,High School,East,371931
12721,Female,62,Single,Bachelor,South,1446540
12722,Male,27,Married,Master,North,1208510
12723,Female,69,Married,Master,West,1605755
12724,Female,27,Divorced,Bachelor,South,1825502
12725,Male,47,Married,Bachelor,North,555900
12726,Female,44,Married,PhD,North,1976904
12727,Male,39,Single,High School,North,1238402
12728,Male,61,Married,Master,North,1463541
12729,Male,54,Single,PhD,West,881054
12730,Female,42,Divorced,Bachelor,West,963598
12731,Female,47,Single,PhD,South,1312643
12732,Female,26,Divorced,PhD,North,1908272
12733,Male,30,Married,Master,South,645164
12734,Male,65,Divorced,PhD,North,1144542
12735,Male,51,Single,Master,West,1865244
12736,Female,45,Married,Bachelor,South,704522
12737,Male,22,Married,Master,East,854175
12738,Male,30,Single,High School,South,1327463
12739,Female,30,Married,Bachelor,East,1345986
12740,Female,46,Single,Master,South,223680
12741,Female,25,Divorced,Bachelor,West,602951
12742,Male,42,Divorced,PhD,East,1985661
12743,Male,24,Married,Bachelor,West,1641552
12744,Male,54,Single,Master,South,964359
12745,Female,27,Single,PhD,West,1128554
12746,Female,37,Divorced,High School,North,1464864
12747,Female,31,Single,Bachelor,East,343065
12748,Female,28,Married,Master,North,1585985
12749,Male,48,Married,Bachelor,East,330222
12750,Male,64,Divorced,Bachelor,West,1987056
12751,Male,53,Single,Master,West,1026460
12752,Male,45,Married,High School,North,1765966
12753,Male,41,Married,Master,North,648508
12754,Male,32,Married,Bachelor,South,624541
12755,Male,46,Single,High School,North,694315
12756,Male,49,Divorced,High School,East,1086701
12757,Female,58,Divorced,High School,East,631617
12758,Female,55,Married,High School,East,1755579
12759,Male,57,Divorced,Bachelor,South,1107988
12760,Female,66,Married,Master,South,1544156
12761,Male,64,Married,Master,East,816313
12762,Male,65,Single,PhD,North,600284
12763,Female,65,Married,PhD,West,1836431
12764,Male,49,Married,PhD,South,1683870
12765,Male,69,Single,High School,North,778748
12766,Male,44,Single,High School,South,729248
12767,Male,35,Divorced,Master,South,638393
12768,Male,26,Single,High School,West,262273
12769,Male,52,Married,Master,South,1620331
12770,Male,64,Single,PhD,South,1021507
12771,Female,54,Single,Master,West,1407078
12772,Female,56,Divorced,High School,East,846331
12773,Male,40,Single,Master,South,1149040
12774,Female,32,Married,Master,South,1277185
12775,Male,55,Married,Master,East,1548140
12776,Male,69,Married,High School,East,870779
12777,Male,58,Single,Bachelor,East,250439
12778,Male,37,Single,PhD,East,1520753
12779,Female,47,Married,Bachelor,North,1949539
12780,Female,37,Single,Bachelor,East,1348741
12781,Female,31,Divorced,Bachelor,East,514280
12782,Female,59,Divorced,Bachelor,East,1581385
12783,Male,22,Divorced,High School,North,1675363
12784,Female,22,Divorced,High School,West,1963139
12785,Male,49,Married,Bachelor,East,482726
12786,Male,65,Single,Bachelor,North,370827
12787,Female,44,Divorced,Master,South,1540526
12788,Male,44,Married,Master,West,1609524
12789,Female,36,Divorced,PhD,North,1479180
12790,Female,51,Single,PhD,East,1232288
12791,Female,69,Divorced,PhD,West,1163381
12792,Female,63,Divorced,Master,North,1533644
12793,Female,29,Divorced,Bachelor,North,675007
12794,Male,47,Divorced,Bachelor,North,1756104
12795,Female,61,Single,PhD,North,1923958
12796,Female,34,Married,PhD,North,1529647
12797,Male,65,Divorced,High School,North,1551187
12798,Female,45,Married,PhD,North,1471147
12799,Female,63,Single,Master,North,228583
12800,Male,64,Single,Master,South,964160
12801,Male,42,Divorced,PhD,South,1015308
12802,Female,55,Married,PhD,East,1455922
12803,Male,53,Divorced,High School,East,1553506
12804,Female,47,Single,High School,East,1786299
12805,Male,60,Divorced,High School,East,346557
12806,Female,46,Divorced,Master,East,902656
12807,Female,39,Married,High School,East,1697325
12808,Female,65,Single,Bachelor,South,475703
12809,Male,59,Divorced,Bachelor,South,1983604
12810,Female,65,Divorced,Bachelor,South,1560096
12811,Male,46,Divorced,High School,North,1780220
12812,Female,26,Married,Master,North,233540
12813,Female,23,Single,Master,East,1693610
12814,Female,26,Divorced,High School,West,1151896
12815,Female,48,Divorced,PhD,South,1715451
12816,Female,23,Divorced,PhD,West,1558937
12817,Male,33,Single,High School,East,694994
12818,Male,33,Married,Master,South,1111307
12819,Male,33,Married,Bachelor,West,1318264
12820,Female,21,Divorced,PhD,South,560967
12821,Female,60,Divorced,Bachelor,West,1301257
12822,Male,57,Married,Master,East,725160
12823,Female,51,Married,PhD,East,739018
12824,Female,37,Married,High School,North,1315069
12825,Female,29,Divorced,Bachelor,West,1359325
12826,Male,65,Divorced,Bachelor,South,817988
12827,Male,33,Married,Bachelor,West,547095
12828,Male,57,Married,High School,North,306732
12829,Male,34,Single,High School,North,220812
12830,Male,31,Divorced,Bachelor,North,240759
12831,Female,45,Single,High School,North,870755
12832,Female,51,Married,PhD,South,434096
12833,Female,34,Divorced,Master,South,612826
12834,Female,27,Divorced,PhD,North,824159
12835,Male,44,Single,High School,South,331981
12836,Male,69,Single,Master,North,939240
12837,Female,56,Single,Bachelor,East,1074613
12838,Male,62,Single,Bachelor,North,1442433
12839,Female,62,Divorced,Master,East,1506115
12840,Female,67,Married,PhD,North,1407562
12841,Female,64,Married,Bachelor,North,542500
12842,Female,61,Married,Bachelor,South,741487
12843,Male,23,Single,Bachelor,East,1504996
12844,Female,67,Married,High School,South,1426124
12845,Male,64,Single,PhD,North,334856
12846,Female,46,Single,High School,East,979049
12847,Female,67,Married,Master,North,1853146
12848,Female,46,Married,Master,East,237166
12849,Female,21,Married,High School,West,879386
12850,Male,35,Divorced,Bachelor,East,823435
12851,Female,31,Single,High School,West,1791819
12852,Male,57,Divorced,PhD,North,1582850
12853,Female,27,Married,Bachelor,North,1820505
12854,Female,32,Divorced,Master,South,920590
12855,Female,58,Divorced,PhD,West,470746
12856,Male,23,Married,Master,South,768818
12857,Female,62,Married,PhD,West,427436
12858,Female,46,Single,PhD,North,1157602
12859,Female,50,Single,PhD,South,1501516
12860,Female,52,Divorced,Master,West,1147326
12861,Female,56,Married,High School,South,1091637
12862,Male,65,Single,High School,North,1519735
12863,Male,57,Single,Bachelor,West,527423
12864,Female,38,Divorced,Master,East,1545988
12865,Female,21,Divorced,Bachelor,West,804330
12866,Male,41,Divorced,Bachelor,North,853173
12867,Female,48,Married,PhD,West,739856
12868,Male,68,Single,PhD,South,1431609
12869,Female,36,Single,High School,North,1324690
12870,Female,68,Single,High School,North,251027
12871,Male,48,Divorced,Bachelor,East,892282
12872,Female,42,Married,Bachelor,East,664854
12873,Male,39,Divorced,Bachelor,South,1858123
12874,Male,68,Divorced,High School,South,1996575
12875,Male,21,Married,Bachelor,West,998212
12876,Female,51,Married,High School,South,624880
12877,Male,62,Divorced,Master,South,1235263
12878,Male,54,Married,Master,South,1844991
12879,Female,66,Divorced,Bachelor,West,1202354
12880,Female,60,Single,High School,North,566122
12881,Female,26,Married,Master,North,619393
12882,Female,48,Single,High School,West,1827269
12883,Female,23,Married,High School,South,1486356
12884,Female,51,Divorced,Master,East,251298
12885,Male,36,Divorced,Bachelor,West,940622
12886,Female,37,Divorced,Bachelor,East,960465
12887,Male,64,Divorced,Master,South,1044848
12888,Female,47,Divorced,PhD,North,824814
12889,Male,44,Divorced,High School,East,647364
12890,Male,40,Married,PhD,East,1278052
12891,Female,52,Married,Bachelor,East,1845032
12892,Female,55,Single,High School,East,1372485
12893,Male,33,Married,Master,North,1174578
12894,Female,68,Married,Bachelor,North,1415017
12895,Female,63,Single,Bachelor,East,326970
12896,Male,40,Single,Bachelor,West,1006354
12897,Male,68,Divorced,Master,North,500747
12898,Male,22,Single,Master,North,1044503
12899,Female,24,Single,PhD,South,849288
12900,Female,47,Married,Master,South,1961872
12901,Female,45,Divorced,PhD,West,1885021
12902,Female,24,Single,High School,West,722266
12903,Male,52,Divorced,High School,South,1960855
12904,Female,37,Divorced,High School,South,301801
12905,Male,21,Single,Bachelor,East,501631
12906,Female,53,Single,Bachelor,South,527462
12907,Female,50,Single,Bachelor,West,1288902
12908,Male,25,Single,Master,West,1141384
12909,Female,32,Divorced,Master,South,254927
12910,Female,58,Married,PhD,West,623991
12911,Male,52,Divorced,Bachelor,North,1265226
12912,Female,58,Divorced,Master,West,1792712
12913,Male,37,Divorced,High School,East,1288256
12914,Male,65,Single,High School,North,924779
12915,Male,60,Single,Master,North,1426274
12916,Male,52,Married,High School,North,1915795
12917,Female,44,Married,High School,South,1536498
12918,Female,32,Married,PhD,East,465991
12919,Female,67,Divorced,High School,South,988038
12920,Male,51,Married,Bachelor,East,1009508
12921,Female,39,Divorced,Master,West,1189284
12922,Female,49,Single,Master,West,1211155
12923,Female,41,Divorced,Bachelor,West,1189828
12924,Female,46,Single,High School,North,748043
12925,Male,48,Single,PhD,West,918340
12926,Male,37,Married,PhD,East,1430870
12927,Female,29,Single,Bachelor,North,1564664
12928,Male,41,Married,High School,South,261766
12929,Female,54,Married,Bachelor,North,698240
12930,Female,31,Married,PhD,South,911576
12931,Female,40,Divorced,High School,South,544722
12932,Male,69,Married,Bachelor,South,1131585
12933,Female,67,Married,Bachelor,North,1309899
12934,Male,59,Single,High School,West,574697
12935,Male,36,Divorced,PhD,South,839512
12936,Female,49,Married,High School,East,1513147
