customer_id,credit_score,risk_segment
10080,661,Medium
10081,329,High
10082,349,High
10083,583,Medium
10084,500,High
10085,551,High
10086,346,High
10087,472,High
10088,428,High
10089,493,High
10090,795,Very Low
10091,775,Very Low
10092,655,Medium
10093,834,Very Low
10094,716,Low
10095,529,High
10096,347,High
10097,699,Low
10098,794,Very Low
10099,722,Low
10100,434,High
10101,617,Medium
10102,636,Medium
10103,403,High
10104,815,Very Low
10105,581,Medium
10106,696,Low
10107,726,Low
10108,384,High
10109,588,Medium
10110,622,Medium
10111,818,Very Low
10112,375,High
10113,742,Very Low
10114,664,Medium
10115,365,High
10116,403,High
10117,343,High
10118,717,Low
10119,439,High
10120,433,High
10121,787,Very Low
10122,523,High
10123,379,High
10124,708,Low
10125,777,Very Low
10126,642,Medium
10127,739,Low
10128,407,High
10129,412,High
10130,474,High
10131,825,Very Low
10132,429,High
10133,401,High
10134,537,High
10135,577,High
10136,541,High
10137,676,Low
10138,552,High
10139,573,High
10140,530,High
10141,595,Medium
10142,314,High
10143,478,High
10144,522,High
10145,725,Low
10146,514,High
10147,681,Low
10148,346,High
10149,649,Medium
10150,803,Very Low
10151,408,High
10152,480,High
10153,313,High
10154,529,High
10155,831,Very Low
10156,744,Very Low
10157,450,High
10158,834,Very Low
10159,688,Low
10160,500,High
10161,833,Very Low
10162,510,High
10163,765,Very Low
10164,744,Very Low
10165,530,High
10166,805,Very Low
10167,553,High
10168,507,High
10169,822,Very Low
10170,366,High
10171,649,Medium
10172,350,High
10173,615,Medium
10174,743,Very Low
10175,375,High
10176,348,High
10177,448,High
10178,533,High
10179,380,High
10180,610,Medium
10181,748,Very Low
10182,315,High
10183,705,Low
10184,642,Medium
10185,447,High
10186,683,Low
10187,732,Low
10188,627,Medium
10189,660,Medium
10190,800,Very Low
10191,521,High
10192,675,Low
10193,420,High
10194,459,High
10195,766,Very Low
10196,568,High
10197,469,High
10198,474,High
10199,496,High
10200,518,High
10201,743,Very Low
10202,744,Very Low
10203,549,High
10204,836,Very Low
10205,679,Low
10206,326,High
10207,486,High
10208,839,Very Low
10209,461,High
10210,384,High
10211,346,High
10212,816,Very Low
10213,619,Medium
10214,572,High
10215,356,High
10216,612,Medium
10217,643,Medium
10218,701,Low
10219,797,Very Low
10220,597,Medium
10221,384,High
10222,588,Medium
10223,467,High
10224,464,High
10225,787,Very Low
10226,839,Very Low
10227,406,High
10228,729,Low
10229,390,High
10230,552,High
10231,832,Very Low
10232,730,Low
10233,606,Medium
10234,712,Low
10235,315,High
10236,623,Medium
10237,644,Medium
10238,446,High
10239,841,Very Low
10240,327,High
10241,366,High
10242,808,Very Low
10243,734,Low
10244,625,Medium
10245,300,High
10246,515,High
10247,815,Very Low
10248,571,High
10249,669,Medium
10250,836,Very Low
10251,692,Low
10252,498,High
10253,352,High
10254,814,Very Low
10255,814,Very Low
10256,626,Medium
10257,322,High
10258,762,Very Low
10259,514,High
10260,341,High
10261,432,High
10262,340,High
10263,668,Medium
10264,736,Low
10265,776,Very Low
10266,638,Medium
10267,681,Low
10268,707,Low
10269,839,Very Low
10270,636,Medium
10271,308,High
10272,744,Very Low
10273,736,Low
10274,364,High
10275,753,Very Low
10276,570,High
10277,561,High
10278,672,Low
10279,794,Very Low
10280,673,Low
10281,785,Very Low
10282,413,High
10283,521,High
10284,647,Medium
10285,322,High
10286,771,Very Low
10287,326,High
10288,805,Very Low
10289,314,High
10290,713,Low
10291,689,Low
10292,330,High
10293,323,High
10294,368,High
10295,393,High
10296,549,High
10297,750,Very Low
10298,701,Low
10299,385,High
10300,798,Very Low
10301,327,High
10302,329,High
10303,301,High
10304,756,Very Low
10305,748,Very Low
10306,804,Very Low
10307,361,High
10308,327,High
10309,587,Medium
10310,485,High
10311,424,High
10312,450,High
10313,747,Very Low
10314,769,Very Low
10315,318,High
10316,307,High
10317,767,Very Low
10318,554,High
10319,619,Medium
10320,504,High
10321,478,High
10322,818,Very Low
10323,808,Very Low
10324,479,High
10325,371,High
10326,558,High
10327,444,High
10328,794,Very Low
10329,372,High
10330,670,Medium
10331,369,High
10332,435,High
10333,475,High
10334,383,High
10335,581,Medium
10336,357,High
10337,673,Low
10338,741,Very Low
10339,305,High
10340,813,Very Low
10341,834,Very Low
10342,818,Very Low
10343,745,Very Low
10344,329,High
10345,812,Very Low
10346,504,High
10347,556,High
10348,705,Low
10349,542,High
10350,308,High
10351,849,Very Low
10352,321,High
10353,557,High
10354,428,High
10355,309,High
10356,477,High
10357,730,Low
10358,401,High
10359,487,High
10360,834,Very Low
10361,431,High
10362,454,High
10363,612,Medium
10364,623,Medium
10365,621,Medium
10366,809,Very Low
10367,612,Medium
10368,342,High
10369,725,Low
10370,823,Very Low
10371,390,High
10372,737,Low
10373,385,High
10374,762,Very Low
10375,590,Medium
10376,723,Low
10377,587,Medium
10378,511,High
10379,688,Low
10380,518,High
10381,645,Medium
10382,310,High
10383,328,High
10384,342,High
10385,435,High
10386,472,High
10387,666,Medium
10388,489,High
10389,721,Low
10390,493,High
10391,826,Very Low
10392,468,High
10393,756,Very Low
10394,518,High
10395,720,Low
10396,414,High
10397,800,Very Low
10398,312,High
10399,448,High
10400,566,High
10401,759,Very Low
10402,313,High
10403,549,High
10404,719,Low
10405,696,Low
10406,576,High
10407,652,Medium
10408,407,High
10409,491,High
10410,380,High
10411,748,Very Low
10412,734,Low
10413,496,High
10414,631,Medium
10415,324,High
10416,439,High
10417,310,High
10418,603,Medium
10419,636,Medium
10420,686,Low
10421,476,High
10422,812,Very Low
10423,525,High
10424,814,Very Low
10425,753,Very Low
10426,595,Medium
10427,401,High
10428,363,High
10429,383,High
10430,773,Very Low
10431,613,Medium
10432,526,High
10433,555,High
10434,536,High
10435,789,Very Low
10436,585,Medium
10437,836,Very Low
10438,309,High
10439,664,Medium
10440,612,Medium
10441,582,Medium
10442,551,High
10443,712,Low
10444,654,Medium
10445,448,High
10446,468,High
10447,714,Low
10448,446,High
10449,791,Very Low
10450,593,Medium
10451,303,High
10452,377,High
10453,403,High
10454,347,High
10455,715,Low
10456,563,High
10457,476,High
10458,608,Medium
10459,415,High
10460,744,Very Low
10461,745,Very Low
10462,758,Very Low
10463,696,Low
10464,712,Low
10465,802,Very Low
10466,831,Very Low
10467,590,Medium
10468,389,High
10469,670,Medium
10470,530,High
10471,662,Medium
10472,471,High
10473,599,Medium
10474,433,High
10475,596,Medium
10476,790,Very Low
10477,766,Very Low
10478,790,Very Low
10479,450,High
10480,337,High
10481,468,High
10482,330,High
10483,699,Low
10484,379,High
10485,368,High
10486,481,High
10487,519,High
10488,491,High
10489,425,High
10490,830,Very Low
10491,617,Medium
10492,558,High
10493,714,Low
10494,620,Medium
10495,484,High
10496,311,High
10497,387,High
10498,397,High
10499,707,Low
10500,692,Low
10501,367,High
10502,658,Medium
10503,617,Medium
10504,378,High
10505,644,Medium
10506,419,High
10507,565,High
10508,309,High
10509,543,High
10510,624,Medium
10511,615,Medium
10512,767,Very Low
10513,769,Very Low
10514,514,High
10515,773,Very Low
10516,825,Very Low
10517,554,High
10518,617,Medium
10519,555,High
10520,826,Very Low
10521,471,High
10522,674,Low
10523,759,Very Low
10524,579,High
10525,813,Very Low
10526,660,Medium
10527,723,Low
10528,818,Very Low
10529,792,Very Low
10530,803,Very Low
10531,759,Very Low
10532,727,Low
10533,802,Very Low
10534,408,High
10535,766,Very Low
10536,751,Very Low
10537,429,High
10538,771,Very Low
10539,344,High
10540,694,Low
10541,771,Very Low
10542,550,High
10543,500,High
10544,422,High
10545,818,Very Low
10546,328,High
10547,782,Very Low
10548,622,Medium
10549,556,High
10550,671,Low
10551,729,Low
10552,598,Medium
10553,809,Very Low
10554,744,Very Low
10555,337,High
10556,651,Medium
10557,755,Very Low
10558,316,High
10559,685,Low
10560,795,Very Low
10561,799,Very Low
10562,438,High
10563,765,Very Low
10564,578,High
10565,643,Medium
10566,343,High
10567,546,High
10568,739,Low
10569,475,High
10570,336,High
10571,602,Medium
10572,794,Very Low
10573,357,High
10574,364,High
10575,681,Low
10576,623,Medium
10577,539,High
10578,558,High
10579,541,High
10580,626,Medium
10581,565,High
10582,565,High
10583,668,Medium
10584,613,Medium
10585,543,High
10586,592,Medium
10587,630,Medium
10588,377,High
10589,593,Medium
10590,807,Very Low
10591,616,Medium
10592,749,Very Low
10593,402,High
10594,328,High
10595,620,Medium
10596,663,Medium
10597,548,High
10598,553,High
10599,396,High
10600,321,High
10601,821,Very Low
10602,453,High
10603,697,Low
10604,439,High
10605,319,High
10606,781,Very Low
10607,590,Medium
10608,664,Medium
10609,513,High
10610,785,Very Low
10611,711,Low
10612,514,High
10613,541,High
10614,783,Very Low
10615,578,High
10616,442,High
10617,435,High
10618,761,Very Low
10619,416,High
10620,655,Medium
10621,322,High
10622,380,High
10623,388,High
10624,758,Very Low
10625,838,Very Low
10626,777,Very Low
10627,622,Medium
10628,778,Very Low
10629,821,Very Low
10630,350,High
10631,492,High
10632,402,High
10633,535,High
10634,638,Medium
10635,489,High
10636,416,High
10637,370,High
10638,571,High
10639,530,High
10640,750,Very Low
10641,753,Very Low
10642,395,High
10643,802,Very Low
10644,595,Medium
10645,569,High
10646,726,Low
10647,760,Very Low
10648,359,High
10649,311,High
10650,357,High
10651,629,Medium
10652,695,Low
10653,655,Medium
10654,775,Very Low
10655,755,Very Low
10656,831,Very Low
10657,834,Very Low
10658,742,Very Low
10659,654,Medium
10660,844,Very Low
10661,670,Medium
10662,345,High
10663,334,High
10664,321,High
10665,333,High
10666,335,High
10667,400,High
10668,785,Very Low
10669,453,High
10670,340,High
10671,821,Very Low
10672,656,Medium
10673,690,Low
10674,341,High
10675,438,High
10676,764,Very Low
10677,371,High
10678,409,High
10679,371,High
10680,345,High
10681,688,Low
10682,411,High
10683,569,High
10684,333,High
10685,516,High
10686,765,Very Low
10687,739,Low
10688,703,Low
10689,568,High
10690,425,High
10691,533,High
10692,798,Very Low
10693,500,High
10694,522,High
10695,344,High
10696,753,Very Low
10697,557,High
10698,439,High
10699,619,Medium
10700,342,High
10701,350,High
10702,666,Medium
10703,696,Low
10704,528,High
10705,709,Low
10706,524,High
10707,705,Low
10708,614,Medium
10709,502,High
10710,602,Medium
10711,330,High
10712,653,Medium
10713,712,Low
10714,340,High
10715,508,High
10716,573,High
10717,395,High
10718,309,High
10719,671,Low
10720,548,High
10721,328,High
10722,319,High
10723,628,Medium
10724,751,Very Low
10725,442,High
10726,479,High
10727,514,High
10728,661,Medium
10729,635,Medium
10730,428,High
10731,702,Low
10732,709,Low
10733,614,Medium
10734,815,Very Low
10735,519,High
10736,796,Very Low
10737,487,High
10738,590,Medium
10739,663,Medium
10740,723,Low
10741,454,High
10742,474,High
10743,609,Medium
10744,561,High
10745,460,High
10746,803,Very Low
10747,485,High
10748,792,Very Low
10749,337,High
10750,843,Very Low
10751,358,High
10752,473,High
10753,604,Medium
10754,646,Medium
10755,368,High
10756,789,Very Low
10757,789,Very Low
10758,453,High
10759,801,Very Low
10760,535,High
10761,519,High
10762,493,High
10763,558,High
10764,794,Very Low
10765,783,Very Low
10766,448,High
10767,729,Low
10768,664,Medium
10769,466,High
10770,849,Very Low
10771,327,High
10772,752,Very Low
10773,361,High
10774,808,Very Low
10775,467,High
10776,530,High
10777,334,High
10778,512,High
10779,580,High
10780,810,Very Low
10781,778,Very Low
10782,570,High
10783,478,High
10784,440,High
10785,395,High
10786,650,Medium
10787,324,High
10788,450,High
10789,380,High
10790,791,Very Low
10791,778,Very Low
10792,606,Medium
10793,672,Low
10794,437,High
10795,755,Very Low
10796,738,Low
10797,677,Low
10798,580,High
10799,485,High
10800,363,High
10801,618,Medium
10802,831,Very Low
10803,843,Very Low
10804,351,High
10805,554,High
10806,337,High
10807,451,High
10808,782,Very Low
10809,499,High
10810,563,High
10811,433,High
10812,470,High
10813,798,Very Low
10814,760,Very Low
10815,710,Low
10816,305,High
10817,443,High
10818,740,Low
10819,361,High
10820,748,Very Low
10821,445,High
10822,550,High
10823,412,High
10824,721,Low
10825,796,Very Low
10826,301,High
10827,580,High
10828,750,Very Low
10829,549,High
10830,744,Very Low
10831,308,High
10832,713,Low
10833,789,Very Low
10834,704,Low
10835,600,Medium
10836,439,High
10837,423,High
10838,601,Medium
10839,646,Medium
10840,359,High
10841,609,Medium
10842,554,High
10843,358,High
10844,847,Very Low
10845,357,High
10846,406,High
10847,690,Low
10848,606,Medium
10849,825,Very Low
10850,707,Low
10851,557,High
10852,419,High
10853,672,Low
10854,590,Medium
10855,453,High
10856,651,Medium
10857,442,High
10858,662,Medium
10859,437,High
10860,807,Very Low
10861,582,Medium
10862,540,High
10863,709,Low
10864,445,High
10865,748,Very Low
10866,650,Medium
10867,618,Medium
10868,486,High
10869,686,Low
10870,618,Medium
10871,313,High
10872,478,High
10873,382,High
10874,412,High
10875,393,High
10876,530,High
10877,751,Very Low
10878,794,Very Low
10879,675,Low
10880,399,High
10881,617,Medium
10882,766,Very Low
10883,845,Very Low
10884,578,High
10885,793,Very Low
10886,734,Low
10887,405,High
10888,483,High
10889,796,Very Low
10890,499,High
10891,692,Low
10892,675,Low
10893,313,High
10894,362,High
10895,531,High
10896,748,Very Low
10897,834,Very Low
10898,715,Low
10899,679,Low
10900,534,High
10901,833,Very Low
10902,512,High
10903,456,High
10904,672,Low
10905,528,High
10906,720,Low
10907,728,Low
10908,425,High
10909,341,High
10910,403,High
10911,461,High
10912,673,Low
10913,542,High
10914,373,High
10915,379,High
10916,661,Medium
10917,607,Medium
10918,616,Medium
10919,717,Low
10920,404,High
10921,758,Very Low
10922,302,High
10923,786,Very Low
10924,555,High
10925,759,Very Low
10926,532,High
10927,592,Medium
10928,677,Low
10929,568,High
10930,794,Very Low
10931,433,High
10932,594,Medium
10933,373,High
10934,422,High
10935,453,High
10936,710,Low
10937,833,Very Low
10938,379,High
10939,532,High
10940,537,High
10941,364,High
10942,392,High
10943,333,High
10944,522,High
10945,499,High
10946,762,Very Low
10947,819,Very Low
10948,747,Very Low
10949,463,High
10950,329,High
10951,394,High
10952,660,Medium
10953,702,Low
10954,525,High
10955,412,High
10956,549,High
10957,744,Very Low
10958,761,Very Low
10959,841,Very Low
10960,370,High
10961,549,High
10962,493,High
10963,590,Medium
10964,780,Very Low
10965,734,Low
10966,489,High
10967,745,Very Low
10968,331,High
10969,700,Low
10970,798,Very Low
10971,318,High
10972,652,Medium
10973,484,High
10974,811,Very Low
10975,524,High
10976,691,Low
10977,562,High
10978,326,High
10979,533,High
10980,655,Medium
10981,408,High
10982,719,Low
10983,318,High
10984,424,High
10985,390,High
10986,739,Low
10987,635,Medium
10988,835,Very Low
10989,451,High
10990,457,High
10991,541,High
10992,476,High
10993,462,High
10994,447,High
10995,591,Medium
10996,669,Medium
10997,408,High
10998,644,Medium
10999,669,Medium
11000,321,High
11001,492,High
11002,450,High
11003,594,Medium
11004,386,High
11005,337,High
11006,474,High
11007,690,Low
11008,402,High
11009,727,Low
11010,520,High
11011,468,High
11012,725,Low
11013,762,Very Low
11014,677,Low
11015,788,Very Low
11016,705,Low
11017,490,High
11018,740,Low
11019,483,High
11020,717,Low
11021,834,Very Low
11022,327,High
11023,468,High
11024,309,High
11025,406,High
11026,611,Medium
11027,437,High
11028,748,Very Low
11029,803,Very Low
11030,328,High
11031,729,Low
11032,340,High
11033,328,High
11034,349,High
11035,796,Very Low
11036,319,High
11037,307,High
11038,399,High
11039,599,Medium
11040,368,High
11041,733,Low
11042,414,High
11043,680,Low
11044,684,Low
11045,831,Very Low
11046,584,Medium
11047,800,Very Low
11048,552,High
11049,573,High
11050,672,Low
11051,765,Very Low
11052,740,Low
11053,391,High
11054,453,High
11055,566,High
11056,832,Very Low
11057,496,High
11058,458,High
11059,408,High
11060,491,High
11061,537,High
11062,682,Low
11063,709,Low
11064,347,High
11065,735,Low
11066,639,Medium
11067,377,High
11068,432,High
11069,695,Low
11070,824,Very Low
11071,539,High
11072,646,Medium
11073,774,Very Low
11074,827,Very Low
11075,734,Low
11076,696,Low
11077,597,Medium
11078,498,High
11079,537,High
11080,480,High
11081,300,High
11082,651,Medium
11083,820,Very Low
11084,566,High
11085,706,Low
11086,418,High
11087,560,High
11088,841,Very Low
11089,623,Medium
11090,472,High
11091,657,Medium
11092,788,Very Low
11093,354,High
11094,491,High
11095,832,Very Low
11096,406,High
11097,741,Very Low
11098,379,High
11099,528,High
11100,502,High
11101,735,Low
11102,713,Low
11103,505,High
11104,808,Very Low
11105,348,High
11106,460,High
11107,438,High
11108,620,Medium
11109,804,Very Low
11110,581,Medium
11111,660,Medium
11112,501,High
11113,311,High
11114,544,High
11115,551,High
11116,674,Low
11117,783,Very Low
11118,385,High
11119,399,High
11120,535,High
11121,455,High
11122,489,High
11123,510,High
11124,801,Very Low
11125,677,Low
11126,836,Very Low
11127,770,Very Low
11128,340,High
11129,780,Very Low
11130,539,High
11131,745,Very Low
11132,418,High
11133,660,Medium
11134,367,High
11135,720,Low
11136,425,High
11137,623,Medium
11138,331,High
11139,774,Very Low
11140,645,Medium
11141,490,High
11142,423,High
11143,755,Very Low
11144,585,Medium
11145,504,High
11146,779,Very Low
11147,544,High
11148,480,High
11149,584,Medium
11150,770,Very Low
11151,455,High
11152,679,Low
11153,501,High
11154,476,High
11155,803,Very Low
11156,553,High
11157,389,High
11158,719,Low
11159,582,Medium
11160,740,Low
11161,409,High
11162,713,Low
11163,802,Very Low
11164,726,Low
11165,387,High
11166,404,High
11167,821,Very Low
11168,368,High
11169,692,Low
11170,584,Medium
11171,813,Very Low
11172,637,Medium
11173,313,High
11174,354,High
11175,840,Very Low
11176,560,High
11177,675,Low
11178,496,High
11179,450,High
11180,551,High
11181,797,Very Low
11182,705,Low
11183,439,High
11184,312,High
11185,425,High
11186,451,High
11187,519,High
11188,646,Medium
11189,314,High
11190,614,Medium
11191,775,Very Low
11192,826,Very Low
11193,399,High
11194,701,Low
11195,384,High
11196,514,High
11197,491,High
11198,519,High
11199,638,Medium
11200,312,High
11201,792,Very Low
11202,844,Very Low
11203,410,High
11204,342,High
11205,744,Very Low
11206,393,High
11207,646,Medium
11208,614,Medium
11209,427,High
11210,703,Low
11211,417,High
11212,554,High
11213,704,Low
11214,345,High
11215,800,Very Low
11216,554,High
11217,796,Very Low
11218,421,High
11219,769,Very Low
11220,661,Medium
11221,501,High
11222,300,High
11223,639,Medium
11224,709,Low
11225,378,High
11226,426,High
11227,393,High
11228,426,High
11229,429,High
11230,390,High
11231,675,Low
11232,320,High
11233,354,High
11234,336,High
11235,385,High
11236,594,Medium
11237,577,High
11238,709,Low
11239,400,High
11240,721,Low
11241,405,High
11242,620,Medium
11243,702,Low
11244,313,High
11245,787,Very Low
11246,413,High
11247,529,High
11248,365,High
11249,754,Very Low
11250,546,High
11251,519,High
11252,693,Low
11253,644,Medium
11254,833,Very Low
11255,374,High
11256,403,High
11257,805,Very Low
11258,785,Very Low
11259,573,High
11260,810,Very Low
11261,368,High
11262,310,High
11263,710,Low
11264,743,Very Low
11265,719,Low
11266,711,Low
11267,621,Medium
11268,818,Very Low
11269,395,High
11270,702,Low
11271,826,Very Low
11272,642,Medium
11273,601,Medium
11274,411,High
11275,607,Medium
11276,835,Very Low
11277,353,High
11278,577,High
11279,533,High
11280,497,High
11281,730,Low
11282,559,High
11283,461,High
11284,478,High
11285,530,High
11286,705,Low
11287,752,Very Low
11288,358,High
11289,596,Medium
11290,460,High
11291,368,High
11292,706,Low
11293,473,High
11294,656,Medium
11295,587,Medium
11296,505,High
11297,332,High
11298,752,Very Low
11299,462,High
11300,532,High
11301,410,High
11302,785,Very Low
11303,369,High
11304,802,Very Low
11305,397,High
11306,355,High
11307,621,Medium
11308,649,Medium
11309,734,Low
11310,628,Medium
11311,432,High
11312,699,Low
11313,773,Very Low
11314,813,Very Low
11315,458,High
11316,641,Medium
11317,716,Low
11318,426,High
11319,689,Low
11320,729,Low
11321,470,High
11322,796,Very Low
11323,823,Very Low
11324,645,Medium
11325,414,High
11326,348,High
11327,680,Low
11328,707,Low
11329,432,High
11330,499,High
11331,545,High
11332,782,Very Low
11333,492,High
11334,818,Very Low
11335,314,High
11336,456,High
11337,813,Very Low
11338,626,Medium
11339,772,Very Low
11340,610,Medium
11341,725,Low
11342,753,Very Low
11343,751,Very Low
11344,824,Very Low
11345,464,High
11346,435,High
11347,551,High
11348,436,High
11349,743,Very Low
11350,516,High
11351,386,High
11352,796,Very Low
11353,473,High
11354,701,Low
11355,416,High
11356,614,Medium
11357,616,Medium
11358,794,Very Low
11359,795,Very Low
11360,735,Low
11361,564,High
11362,533,High
11363,313,High
11364,631,Medium
11365,531,High
11366,572,High
11367,828,Very Low
11368,606,Medium
11369,739,Low
11370,541,High
11371,335,High
11372,617,Medium
11373,317,High
11374,800,Very Low
11375,661,Medium
11376,678,Low
11377,725,Low
11378,784,Very Low
11379,565,High
11380,648,Medium
11381,542,High
11382,779,Very Low
11383,806,Very Low
11384,650,Medium
11385,464,High
11386,460,High
11387,521,High
11388,402,High
11389,309,High
11390,747,Very Low
11391,485,High
11392,462,High
11393,804,Very Low
11394,455,High
11395,354,High
11396,789,Very Low
11397,436,High
11398,710,Low
11399,724,Low
11400,421,High
11401,631,Medium
11402,306,High
11403,375,High
11404,485,High
11405,760,Very Low
11406,641,Medium
11407,469,High
11408,529,High
11409,608,Medium
11410,327,High
11411,482,High
11412,779,Very Low
11413,344,High
11414,805,Very Low
11415,562,High
11416,434,High
11417,652,Medium
11418,349,High
11419,825,Very Low
11420,654,Medium
11421,521,High
11422,590,Medium
11423,490,High
11424,830,Very Low
11425,614,Medium
11426,619,Medium
11427,811,Very Low
11428,316,High
11429,513,High
11430,567,High
11431,610,Medium
11432,707,Low
11433,530,High
11434,431,High
11435,386,High
11436,808,Very Low
11437,815,Very Low
11438,326,High
11439,822,Very Low
11440,489,High
11441,619,Medium
11442,422,High
11443,747,Very Low
11444,847,Very Low
11445,775,Very Low
11446,361,High
11447,730,Low
11448,525,High
11449,621,Medium
11450,596,Medium
11451,517,High
11452,728,Low
11453,378,High
11454,835,Very Low
11455,702,Low
11456,795,Very Low
11457,367,High
11458,783,Very Low
11459,595,Medium
11460,393,High
11461,491,High
11462,660,Medium
11463,489,High
11464,738,Low
11465,725,Low
11466,742,Very Low
11467,347,High
11468,601,Medium
11469,419,High
11470,619,Medium
11471,712,Low
11472,422,High
11473,353,High
11474,517,High
11475,638,Medium
11476,435,High
11477,785,Very Low
11478,319,High
11479,809,Very Low
11480,748,Very Low
11481,613,Medium
11482,364,High
11483,718,Low
11484,839,Very Low
11485,315,High
11486,758,Very Low
11487,619,Medium
11488,720,Low
11489,423,High
11490,844,Very Low
11491,819,Very Low
11492,658,Medium
11493,418,High
11494,736,Low
11495,845,Very Low
11496,788,Very Low
11497,406,High
11498,335,High
11499,802,Very Low
11500,560,High
11501,327,High
11502,496,High
11503,623,Medium
11504,430,High
11505,479,High
11506,622,Medium
11507,755,Very Low
11508,834,Very Low
11509,582,Medium
11510,641,Medium
11511,717,Low
11512,492,High
11513,591,Medium
11514,820,Very Low
11515,663,Medium
11516,836,Very Low
11517,377,High
11518,701,Low
11519,765,Very Low
11520,540,High
11521,582,Medium
11522,820,Very Low
11523,414,High
11524,346,High
11525,373,High
11526,461,High
11527,657,Medium
11528,752,Very Low
11529,329,High
11530,300,High
11531,837,Very Low
11532,498,High
11533,562,High
11534,664,Medium
11535,304,High
11536,747,Very Low
11537,322,High
11538,730,Low
11539,507,High
11540,468,High
11541,758,Very Low
11542,632,Medium
11543,493,High
11544,685,Low
11545,618,Medium
11546,674,Low
11547,580,High
11548,537,High
11549,808,Very Low
11550,840,Very Low
11551,848,Very Low
11552,536,High
11553,666,Medium
11554,642,Medium
11555,846,Very Low
11556,302,High
11557,474,High
11558,489,High
11559,612,Medium
11560,319,High
11561,508,High
11562,408,High
11563,716,Low
11564,426,High
11565,369,High
11566,578,High
11567,345,High
11568,325,High
11569,494,High
11570,494,High
11571,423,High
11572,417,High
11573,619,Medium
11574,498,High
11575,696,Low
11576,477,High
11577,342,High
11578,434,High
11579,770,Very Low
11580,747,Very Low
11581,306,High
11582,821,Very Low
11583,377,High
11584,489,High
11585,332,High
11586,617,Medium
11587,416,High
11588,377,High
11589,750,Very Low
11590,841,Very Low
11591,423,High
11592,847,Very Low
11593,673,Low
11594,443,High
11595,318,High
11596,462,High
11597,593,Medium
11598,485,High
11599,483,High
11600,362,High
11601,475,High
11602,621,Medium
11603,490,High
11604,350,High
11605,416,High
11606,607,Medium
11607,634,Medium
11608,673,Low
11609,620,Medium
11610,727,Low
11611,419,High
11612,380,High
11613,595,Medium
11614,414,High
11615,641,Medium
11616,547,High
11617,664,Medium
11618,576,High
11619,390,High
11620,548,High
11621,346,High
11622,505,High
11623,623,Medium
11624,560,High
11625,403,High
11626,784,Very Low
11627,499,High
11628,594,Medium
11629,638,Medium
11630,565,High
11631,789,Very Low
11632,466,High
11633,808,Very Low
11634,766,Very Low
11635,458,High
11636,377,High
11637,772,Very Low
11638,819,Very Low
11639,432,High
11640,561,High
11641,787,Very Low
11642,400,High
11643,766,Very Low
11644,789,Very Low
11645,726,Low
11646,554,High
11647,656,Medium
11648,487,High
11649,598,Medium
11650,737,Low
11651,764,Very Low
11652,802,Very Low
11653,372,High
11654,414,High
11655,402,High
11656,834,Very Low
11657,558,High
11658,447,High
11659,506,High
11660,329,High
11661,715,Low
11662,714,Low
11663,328,High
11664,577,High
11665,762,Very Low
11666,384,High
11667,364,High
11668,457,High
11669,557,High
11670,835,Very Low
11671,732,Low
11672,752,Very Low
11673,560,High
11674,825,Very Low
11675,503,High
11676,476,High
11677,849,Very Low
11678,750,Very Low
11679,613,Medium
11680,655,Medium
11681,365,High
11682,540,High
11683,806,Very Low
11684,303,High
11685,738,Low
11686,676,Low
11687,343,High
11688,361,High
11689,649,Medium
11690,304,High
11691,343,High
11692,694,Low
11693,800,Very Low
11694,372,High
11695,474,High
11696,313,High
11697,318,High
11698,824,Very Low
11699,832,Very Low
11700,534,High
11701,450,High
11702,491,High
11703,626,Medium
11704,670,Medium
11705,304,High
11706,758,Very Low
11707,788,Very Low
11708,332,High
11709,392,High
11710,306,High
11711,728,Low
11712,548,High
11713,372,High
11714,433,High
11715,354,High
11716,684,Low
11717,566,High
11718,662,Medium
11719,700,Low
11720,551,High
11721,500,High
11722,390,High
11723,788,Very Low
11724,657,Medium
11725,563,High
11726,756,Very Low
11727,302,High
11728,326,High
11729,349,High
11730,609,Medium
11731,447,High
11732,396,High
11733,405,High
11734,639,Medium
11735,582,Medium
11736,317,High
11737,711,Low
11738,652,Medium
11739,741,Very Low
11740,331,High
11741,818,Very Low
11742,698,Low
11743,718,Low
11744,479,High
11745,339,High
11746,522,High
11747,389,High
11748,537,High
11749,497,High
11750,542,High
11751,710,Low
11752,487,High
11753,559,High
11754,816,Very Low
11755,687,Low
11756,776,Very Low
11757,436,High
11758,785,Very Low
11759,352,High
11760,499,High
11761,715,Low
11762,843,Very Low
11763,432,High
11764,779,Very Low
11765,452,High
11766,665,Medium
11767,377,High
11768,372,High
11769,839,Very Low
11770,797,Very Low
11771,335,High
11772,530,High
11773,789,Very Low
11774,832,Very Low
11775,594,Medium
11776,341,High
11777,828,Very Low
11778,798,Very Low
11779,404,High
11780,452,High
11781,704,Low
11782,318,High
11783,712,Low
11784,354,High
11785,478,High
11786,499,High
11787,462,High
11788,624,Medium
11789,423,High
11790,807,Very Low
11791,709,Low
11792,552,High
11793,578,High
11794,519,High
11795,545,High
11796,368,High
11797,794,Very Low
11798,679,Low
11799,300,High
11800,442,High
11801,393,High
11802,366,High
11803,753,Very Low
11804,304,High
11805,580,High
11806,630,Medium
11807,361,High
11808,441,High
11809,668,Medium
11810,676,Low
11811,735,Low
